날짜,대여 자전거 수,시간(시),온도(°C),습도(%),풍속(m/s),가시거리(10m),태양 복사 에너지(MJ/m²),강수여부,적설여부,계절,공휴일 여부
2018-03-24,916,17,11.1,66,4.2,367,1.18,비 아님,눈 아님,봄,공휴일 아님
2018-06-16,2497,20,25.0,60,2.4,1773,0.1,비 아님,눈 아님,여름,공휴일 아님
2017-12-27,269,16,-3.2,23,2.7,2000,0.57,비 아님,눈 아님,겨울,공휴일 아님
2018-05-01,1759,16,22.6,63,3.1,551,0.88,비 아님,눈 아님,봄,공휴일
2018-08-22,782,1,24.6,79,0.6,1884,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-09-25,667,10,18.0,44,1.3,1984,1.99,비 아님,눈 아님,가을,공휴일
2018-07-15,1466,18,32.2,55,2.4,1769,1.28,비 아님,눈 아님,여름,공휴일 아님
2018-02-20,358,20,1.8,19,3.1,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-07-31,1184,17,38.0,36,1.3,1989,2.03,비 아님,눈 아님,여름,공휴일 아님
2018-08-06,699,7,28.5,82,0.8,914,0.09,비 아님,눈 아님,여름,공휴일 아님
2017-12-14,282,13,-3.8,32,0.9,1827,0.52,비 아님,눈 아님,겨울,공휴일 아님
2018-07-25,791,12,31.1,60,2.7,1331,1.02,비 아님,눈 아님,여름,공휴일 아님
2018-03-08,165,10,3.6,88,2.6,681,0.44,비 아님,눈 아님,봄,공휴일 아님
2018-03-23,664,9,3.3,72,1.4,618,0.61,비 아님,눈 아님,봄,공휴일 아님
2018-06-24,734,9,23.1,68,1.9,482,1.64,비 아님,눈 아님,여름,공휴일 아님
2018-04-16,1753,17,18.7,21,2.5,1871,1.65,비 아님,눈 아님,봄,공휴일 아님
2018-03-04,15,5,8.8,96,1.2,196,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-11-02,251,3,5.7,72,0.8,1368,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-05-22,30,20,17.2,85,1.4,467,0.0,비,눈 아님,봄,공휴일
2018-06-19,1230,13,26.6,46,2.9,1482,2.31,비 아님,눈 아님,여름,공휴일 아님
2018-11-18,682,21,7.1,52,0.8,1516,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-07-24,306,5,27.5,70,0.1,1976,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-04-09,506,10,5.2,73,1.0,668,2.08,비 아님,눈 아님,봄,공휴일 아님
2018-01-06,184,0,-4.3,52,1.6,1247,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-11-05,1115,7,7.0,86,1.1,455,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-10-13,1846,15,19.8,29,2.0,1246,1.97,비 아님,눈 아님,가을,공휴일 아님
2018-03-12,695,22,7.8,49,0.1,528,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-06-16,1991,16,28.3,41,2.6,1852,2.58,비 아님,눈 아님,여름,공휴일 아님
2018-04-23,6,5,9.2,95,2.3,404,0.0,비,눈 아님,봄,공휴일 아님
2017-12-16,239,11,-5.2,30,4.0,1991,0.86,비 아님,눈 아님,겨울,공휴일 아님
2018-05-13,1571,21,14.1,86,0.9,535,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-10-05,735,1,18.6,66,1.7,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-06-23,1402,23,22.5,77,2.7,396,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-09-15,1613,20,23.5,80,1.7,1621,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-06-30,858,12,25.2,94,2.8,166,0.39,비,눈 아님,여름,공휴일 아님
2018-08-17,1271,7,22.0,49,1.7,2000,0.23,비 아님,눈 아님,여름,공휴일 아님
2018-08-10,645,6,25.7,83,0.6,1483,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-11-23,339,6,-2.6,40,1.4,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-05-28,247,5,16.6,0,0.9,1361,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-01-26,147,16,-10.8,28,2.7,1778,0.77,비 아님,눈,겨울,공휴일 아님
2018-01-07,149,23,1.1,39,0.6,1422,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-11-11,711,20,8.2,53,0.6,1621,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-07-10,971,22,25.0,86,0.5,796,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-08-10,214,4,26.3,85,0.4,1216,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-04-20,436,1,11.8,60,0.2,918,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-01-10,31,4,-6.6,72,2.2,2000,0.0,비 아님,눈,겨울,공휴일 아님
2018-01-29,231,7,-11.1,37,1.6,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2017-12-06,117,2,-3.0,79,0.0,1862,0.0,비 아님,눈,겨울,공휴일 아님
2017-12-20,153,23,-1.1,87,1.4,349,0.0,비 아님,눈,겨울,공휴일 아님
2017-12-28,311,14,0.8,55,1.8,1132,0.59,비 아님,눈 아님,겨울,공휴일 아님
2018-03-15,289,14,12.1,97,2.0,177,0.2,비 아님,눈 아님,봄,공휴일 아님
2018-04-02,818,13,21.9,48,2.5,1113,2.14,비 아님,눈 아님,봄,공휴일 아님
2018-03-18,106,4,5.6,55,0.4,1115,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-07-27,1565,20,30.7,73,2.8,1310,0.04,비 아님,눈 아님,여름,공휴일 아님
2018-04-15,620,22,9.0,65,1.7,1953,0.0,비 아님,눈 아님,봄,공휴일 아님
2017-12-19,165,7,-4.4,64,2.8,1367,0.0,비 아님,눈,겨울,공휴일 아님
2018-01-27,125,11,-9.6,33,1.1,1748,0.9,비 아님,눈,겨울,공휴일 아님
2018-06-03,1248,0,19.7,55,2.0,1986,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-01-30,54,3,-10.7,42,1.4,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-06-19,2525,20,22.4,62,2.2,1041,0.05,비 아님,눈 아님,여름,공휴일 아님
2018-05-31,1164,14,25.9,43,2.7,1493,2.97,비 아님,눈 아님,봄,공휴일 아님
2018-01-31,171,13,-0.8,39,2.6,1853,0.54,비 아님,눈,겨울,공휴일 아님
2018-10-12,1142,7,5.3,73,0.7,2000,0.01,비 아님,눈 아님,가을,공휴일 아님
2018-01-18,339,21,0.8,45,1.5,1184,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-06-26,26,14,21.0,97,0.7,381,0.26,비,눈 아님,여름,공휴일 아님
2018-05-09,1940,21,16.4,56,0.8,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-10-06,130,12,18.0,92,2.9,1999,0.45,비,눈 아님,가을,공휴일 아님
2018-09-10,862,10,24.0,47,1.6,1996,2.08,비 아님,눈 아님,가을,공휴일 아님
2018-06-11,2375,8,20.7,55,1.5,2000,1.23,비 아님,눈 아님,여름,공휴일 아님
2018-09-05,1195,9,23.4,59,3.0,1974,1.46,비 아님,눈 아님,가을,공휴일 아님
2017-12-12,250,15,-5.8,30,2.8,2000,0.92,비 아님,눈 아님,겨울,공휴일 아님
2018-08-17,2008,21,27.1,43,1.6,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-06-22,336,5,18.6,85,1.0,384,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-11-04,378,2,8.2,62,0.2,1415,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-01-15,334,21,3.4,59,0.8,471,0.0,비 아님,눈 아님,겨울,공휴일 아님
2017-12-24,54,16,2.3,91,3.3,270,0.07,비 아님,눈 아님,겨울,공휴일
2018-02-09,283,14,4.0,25,0.9,1009,1.06,비 아님,눈 아님,겨울,공휴일 아님
2018-03-15,567,21,10.4,96,2.7,499,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-06-06,1444,13,27.3,52,3.1,613,3.21,비 아님,눈 아님,여름,공휴일
2018-10-14,1029,22,13.5,71,1.7,1711,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-09-14,2253,8,21.4,70,1.5,1986,0.38,비 아님,눈 아님,가을,공휴일 아님
2018-09-17,1207,15,27.4,33,2.7,1955,2.5,비 아님,눈 아님,가을,공휴일 아님
2017-12-25,132,1,-1.2,57,4.3,1429,0.0,비 아님,눈 아님,겨울,공휴일
2017-12-03,273,11,5.1,87,1.4,321,0.25,비 아님,눈 아님,겨울,공휴일 아님
2018-01-02,403,19,-1.3,28,2.4,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-04-03,163,5,16.9,73,1.6,1275,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-04-14,675,17,9.3,81,2.4,2000,0.52,비 아님,눈 아님,봄,공휴일 아님
2018-07-23,174,4,29.3,51,0.9,1498,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-06-16,1704,13,26.2,37,1.2,1936,3.36,비 아님,눈 아님,여름,공휴일 아님
2018-03-29,716,13,19.5,48,1.9,596,2.32,비 아님,눈 아님,봄,공휴일 아님
2018-07-30,810,0,29.2,50,1.1,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-11-27,317,6,3.8,83,0.7,337,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-03-20,522,12,9.0,33,3.1,1985,2.59,비 아님,눈 아님,봄,공휴일 아님
2018-08-04,569,10,32.3,56,1.7,1625,1.61,비 아님,눈 아님,여름,공휴일 아님
2018-07-12,959,13,27.7,76,2.6,1258,1.0,비 아님,눈 아님,여름,공휴일 아님
2018-11-11,810,14,10.1,58,0.9,605,0.43,비 아님,눈 아님,가을,공휴일 아님
2018-08-26,290,4,21.2,86,0.5,1724,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-05-23,1332,15,23.0,29,2.9,1876,3.11,비 아님,눈 아님,봄,공휴일 아님
2018-04-08,101,6,0.9,52,1.1,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-10-14,150,6,7.2,80,0.7,729,0.0,비 아님,눈 아님,가을,공휴일 아님
2017-12-08,401,16,-1.1,24,3.4,2000,0.56,비 아님,눈 아님,겨울,공휴일 아님
2018-05-20,473,2,13.9,43,0.9,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-04-12,1241,21,13.4,15,2.7,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2017-12-18,62,12,-1.8,83,1.2,351,0.09,비,눈,겨울,공휴일 아님
2018-05-15,1210,15,29.1,38,1.7,1602,1.89,비 아님,눈 아님,봄,공휴일 아님
2017-12-24,251,1,5.6,78,0.5,197,0.0,비 아님,눈 아님,겨울,공휴일
2018-01-28,21,5,-7.5,33,1.5,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-10-30,527,23,7.7,50,1.0,1988,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-09-27,151,4,14.4,58,1.1,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-11-27,1577,8,4.2,78,1.2,362,0.02,비 아님,눈 아님,가을,공휴일 아님
2018-02-12,517,8,-9.1,33,2.1,1998,0.03,비 아님,눈 아님,겨울,공휴일 아님
2018-04-19,281,2,8.8,49,0.7,1272,0.0,비 아님,눈 아님,봄,공휴일 아님
2017-12-13,340,9,-11.1,46,3.4,1981,0.1,비 아님,눈 아님,겨울,공휴일 아님
2017-12-19,174,11,-3.5,35,2.2,1742,0.87,비 아님,눈,겨울,공휴일 아님
2018-01-02,315,9,-3.1,66,0.2,1168,0.12,비 아님,눈 아님,겨울,공휴일 아님
2018-01-16,250,15,6.3,40,0.3,498,0.19,비 아님,눈 아님,겨울,공휴일 아님
2018-04-12,98,4,7.5,53,1.0,1701,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-03-31,1218,13,19.3,37,3.0,1257,2.53,비 아님,눈 아님,봄,공휴일 아님
2018-02-19,101,1,-1.4,42,1.1,1805,0.0,비 아님,눈 아님,겨울,공휴일 아님
2017-12-28,257,7,-5.0,31,0.5,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-03-03,588,21,10.3,52,2.2,1843,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-03-19,387,13,10.1,61,3.7,1504,0.38,비 아님,눈 아님,봄,공휴일 아님
2018-08-11,643,10,31.3,53,1.8,2000,2.34,비 아님,눈 아님,여름,공휴일 아님
2018-04-09,682,9,2.6,96,1.1,316,0.87,비 아님,눈 아님,봄,공휴일 아님
2018-06-13,2664,17,25.6,57,3.3,919,0.87,비 아님,눈 아님,여름,공휴일 아님
2018-03-13,616,9,9.4,44,0.3,743,0.33,비 아님,눈 아님,봄,공휴일 아님
2018-09-10,2147,17,26.6,40,1.4,2000,0.69,비 아님,눈 아님,가을,공휴일 아님
2018-05-26,763,8,17.8,52,0.6,1094,1.18,비 아님,눈 아님,봄,공휴일 아님
2018-09-21,1493,22,19.7,82,0.5,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-07-22,360,7,25.8,67,0.9,1773,0.34,비 아님,눈 아님,여름,공휴일 아님
2017-12-24,12,6,4.9,84,1.3,159,0.0,비,눈 아님,겨울,공휴일
2018-10-11,1389,20,10.2,46,0.2,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-01-27,41,3,-15.3,43,0.8,1963,0.0,비 아님,눈,겨울,공휴일 아님
2018-01-07,246,19,1.6,35,1.0,1419,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-05-30,238,3,18.4,86,0.6,360,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-01-29,239,17,-5.7,30,3.6,1978,0.4,비 아님,눈 아님,겨울,공휴일 아님
2018-10-08,1303,13,20.2,28,1.3,2000,2.25,비 아님,눈 아님,가을,공휴일 아님
2018-09-26,222,4,16.4,59,1.7,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-11-13,133,4,4.9,63,0.0,1397,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-09-02,930,1,22.8,59,1.5,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-06-03,294,4,17.4,65,0.8,1093,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-01-08,349,14,3.4,31,1.4,1267,0.36,비 아님,눈 아님,겨울,공휴일 아님
2018-05-08,2020,17,21.7,38,2.0,2000,1.17,비 아님,눈 아님,봄,공휴일 아님
2018-03-13,912,22,13.5,81,2.8,933,0.0,비 아님,눈 아님,봄,공휴일 아님
2017-12-01,463,15,2.1,36,3.2,2000,0.54,비 아님,눈 아님,겨울,공휴일 아님
2018-11-04,1180,19,12.9,56,2.5,1345,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-10-07,1714,13,20.1,41,3.0,1963,2.34,비 아님,눈 아님,가을,공휴일 아님
2018-03-09,444,11,5.9,51,0.7,1866,0.91,비 아님,눈 아님,봄,공휴일 아님
2018-07-28,654,10,32.0,65,0.9,966,1.19,비 아님,눈 아님,여름,공휴일 아님
2018-08-19,223,5,23.4,63,0.3,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-01-18,305,9,1.2,84,2.1,210,0.07,비 아님,눈 아님,겨울,공휴일 아님
2018-08-21,1828,22,26.1,76,1.2,1867,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-03-21,374,10,3.6,37,1.3,2000,0.83,비 아님,눈 아님,봄,공휴일 아님
2018-04-21,1292,22,16.7,28,1.0,1996,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-11-19,651,10,7.5,53,0.8,909,1.0,비 아님,눈 아님,가을,공휴일 아님
2018-04-20,1578,19,22.9,35,1.8,714,0.22,비 아님,눈 아님,봄,공휴일 아님
2018-06-15,154,3,18.8,93,1.0,419,0.0,비,눈 아님,여름,공휴일 아님
2018-01-26,305,18,-12.7,33,2.5,1835,0.05,비 아님,눈,겨울,공휴일 아님
2018-03-28,1035,21,14.2,70,0.8,723,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-01-20,325,12,5.3,55,2.6,904,0.85,비 아님,눈 아님,겨울,공휴일 아님
2018-02-17,20,4,-5.2,28,2.5,2000,0.0,비 아님,눈 아님,겨울,공휴일
2018-09-20,1290,17,19.3,76,2.1,2000,0.21,비 아님,눈 아님,가을,공휴일 아님
2018-09-12,462,2,19.0,56,0.9,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-06-25,3238,18,30.7,43,1.6,931,0.74,비 아님,눈 아님,여름,공휴일 아님
2018-09-11,1102,13,25.7,40,2.2,1997,2.98,비 아님,눈 아님,가을,공휴일 아님
2018-06-04,1085,13,27.4,30,2.0,1768,3.03,비 아님,눈 아님,여름,공휴일 아님
2018-05-02,612,0,19.7,76,0.5,386,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-01-18,506,18,2.0,39,2.1,1259,0.01,비 아님,눈 아님,겨울,공휴일 아님
2017-12-25,100,3,-2.3,52,3.4,1947,0.0,비 아님,눈 아님,겨울,공휴일
2018-03-01,190,22,-3.6,52,3.7,1277,0.0,비 아님,눈 아님,봄,공휴일
2018-10-01,262,2,13.9,56,2.4,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-07-27,747,1,28.3,78,0.5,1072,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-02-15,112,9,-3.5,30,1.5,1980,0.0,비 아님,눈 아님,겨울,공휴일
2018-05-12,17,15,13.3,97,0.8,194,0.12,비,눈 아님,봄,공휴일 아님
2018-02-16,93,11,1.0,25,1.4,1782,1.7,비 아님,눈 아님,겨울,공휴일
2018-05-31,2070,21,21.9,60,2.5,1551,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-03-31,1381,14,20.1,30,3.0,1554,2.57,비 아님,눈 아님,봄,공휴일 아님
2018-08-20,352,2,26.3,65,0.3,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-04-19,520,0,9.8,44,1.4,1268,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-05-18,29,5,17.8,98,1.0,457,0.0,비,눈 아님,봄,공휴일 아님
2017-12-17,100,3,-9.0,40,3.1,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-07-23,1889,8,30.0,56,0.9,2000,0.54,비 아님,눈 아님,여름,공휴일 아님
2018-01-13,152,0,-6.6,39,1.6,1930,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-07-25,749,11,30.7,63,3.4,1323,1.13,비 아님,눈 아님,여름,공휴일 아님
2018-03-14,1049,16,21.7,41,3.2,2000,1.91,비 아님,눈 아님,봄,공휴일 아님
2018-10-19,433,2,9.2,72,1.5,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-04-05,79,23,7.1,96,1.3,1497,0.0,비,눈 아님,봄,공휴일 아님
2018-03-27,1521,18,16.8,60,3.1,580,0.46,비 아님,눈 아님,봄,공휴일 아님
2018-07-19,687,11,30.7,48,1.6,1705,2.92,비 아님,눈 아님,여름,공휴일 아님
2018-01-08,127,19,0.9,88,1.6,290,0.0,비 아님,눈,겨울,공휴일 아님
2018-07-20,1041,0,26.7,80,1.4,1465,0.0,비 아님,눈 아님,여름,공휴일 아님
2017-12-29,395,19,2.7,68,1.2,348,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-02-17,169,19,-1.5,32,2.5,2000,0.0,비 아님,눈 아님,겨울,공휴일
2018-03-05,438,12,7.6,58,2.4,2000,1.85,비 아님,눈 아님,봄,공휴일 아님
2018-06-20,340,3,19.4,79,0.8,563,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-04-21,122,5,13.0,70,0.5,385,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-09-17,2056,17,27.3,43,2.6,2000,1.25,비 아님,눈 아님,가을,공휴일 아님
2018-04-01,588,23,16.3,82,1.3,480,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-10-13,226,4,7.1,79,1.2,1567,0.0,비 아님,눈 아님,가을,공휴일 아님
2017-12-02,359,20,4.6,51,1.2,1585,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-11-10,847,21,10.8,78,1.0,303,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-04-05,436,0,9.5,61,1.7,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-10-26,144,9,12.0,86,0.8,405,0.07,비,눈 아님,가을,공휴일 아님
2018-06-24,2094,18,29.8,35,3.3,1805,1.15,비 아님,눈 아님,여름,공휴일 아님
2018-07-16,2368,19,31.2,52,2.4,1990,0.57,비 아님,눈 아님,여름,공휴일 아님
2018-06-17,755,2,20.5,76,1.1,994,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-05-08,1135,12,21.5,44,2.1,1986,3.15,비 아님,눈 아님,봄,공휴일 아님
2018-02-09,78,3,-5.2,48,0.7,1309,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-08-31,987,14,29.3,41,1.9,1928,3.0,비 아님,눈 아님,여름,공휴일 아님
2018-05-08,155,4,15.4,63,1.6,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-08-17,844,11,28.8,33,2.2,1951,2.85,비 아님,눈 아님,여름,공휴일 아님
2017-12-03,621,15,8.0,73,1.6,433,0.53,비 아님,눈 아님,겨울,공휴일 아님
2018-07-26,600,12,32.0,57,1.6,1075,1.94,비 아님,눈 아님,여름,공휴일 아님
2018-06-07,2317,8,18.9,82,2.3,326,0.44,비 아님,눈 아님,여름,공휴일 아님
2018-05-20,2403,18,22.2,22,1.8,2000,1.25,비 아님,눈 아님,봄,공휴일 아님
2017-12-10,58,11,0.9,92,0.9,137,0.03,비 아님,눈,겨울,공휴일 아님
2018-11-24,349,20,2.6,86,1.7,676,0.0,비 아님,눈,가을,공휴일 아님
2018-07-18,1980,22,27.2,73,1.5,1005,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-08-07,619,1,28.2,68,0.9,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-06-27,1995,8,19.7,97,1.5,200,0.25,비 아님,눈 아님,여름,공휴일 아님
2018-01-10,225,9,-7.7,62,3.6,1637,0.13,비 아님,눈,겨울,공휴일 아님
2018-02-14,56,5,1.0,68,0.6,1519,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-03-12,397,23,6.8,56,0.9,497,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-08-07,1836,20,31.1,64,2.7,1770,0.02,비 아님,눈 아님,여름,공휴일 아님
2018-06-27,1362,15,25.5,68,2.4,638,1.61,비 아님,눈 아님,여름,공휴일 아님
2018-06-13,1394,23,21.5,62,0.1,1827,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-08-18,754,8,23.2,47,1.0,2000,0.93,비 아님,눈 아님,여름,공휴일 아님
2018-09-04,219,5,20.2,97,1.2,528,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-05-14,1648,22,19.6,71,0.6,325,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-02-16,137,12,2.2,19,1.4,1946,2.01,비 아님,눈 아님,겨울,공휴일
2018-06-04,2190,17,24.9,46,2.0,1855,0.91,비 아님,눈 아님,여름,공휴일 아님
2018-07-24,715,1,29.1,64,1.2,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-09-23,1366,15,25.0,28,2.2,2000,2.39,비 아님,눈 아님,가을,공휴일
2018-08-27,1615,19,24.7,83,0.4,2000,0.1,비 아님,눈 아님,여름,공휴일 아님
2017-12-11,247,12,-5.2,33,4.6,1973,1.26,비 아님,눈 아님,겨울,공휴일 아님
2018-07-04,1856,17,31.2,56,3.4,1943,1.82,비 아님,눈 아님,여름,공휴일 아님
2018-07-26,1868,21,30.0,74,2.7,1056,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-02-13,256,13,2.6,40,3.5,1854,2.28,비 아님,눈 아님,겨울,공휴일 아님
2018-05-09,245,2,10.9,59,1.1,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-02-24,306,19,2.1,27,2.8,1883,0.01,비 아님,눈 아님,겨울,공휴일 아님
2018-06-12,385,2,17.7,87,1.2,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-06-08,1672,23,20.0,79,1.4,510,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-07-07,1921,22,22.6,51,1.7,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-02-18,38,6,-4.1,30,1.1,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-02-27,443,7,1.3,47,0.7,1084,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-08-28,25,12,25.2,89,1.4,340,0.32,비,눈 아님,여름,공휴일 아님
2018-08-25,1937,21,23.9,71,2.3,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-04-12,1074,15,19.4,24,3.9,2000,2.86,비 아님,눈 아님,봄,공휴일 아님
2018-11-21,112,3,6.5,87,1.0,710,0.0,비,눈 아님,가을,공휴일 아님
2018-07-02,218,12,22.4,97,1.0,945,0.46,비 아님,눈 아님,여름,공휴일 아님
2018-07-20,428,3,25.4,84,0.9,1174,0.0,비 아님,눈 아님,여름,공휴일 아님
2017-12-04,65,3,3.6,85,2.3,206,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-03-08,757,17,7.5,64,4.3,538,0.88,비 아님,눈 아님,봄,공휴일 아님
2018-03-08,315,23,2.8,73,1.8,468,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-04-30,397,6,14.9,64,0.5,424,0.0,비 아님,눈 아님,봄,공휴일 아님
2017-12-18,160,22,1.5,82,2.4,537,0.0,비 아님,눈,겨울,공휴일 아님
2018-06-07,275,3,18.4,88,1.6,465,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-09-03,443,11,23.7,86,0.6,1798,0.31,비 아님,눈 아님,가을,공휴일 아님
2018-08-17,2797,18,32.5,28,1.4,2000,1.06,비 아님,눈 아님,여름,공휴일 아님
2018-05-22,1798,12,22.9,51,1.1,1591,1.8,비 아님,눈 아님,봄,공휴일
2018-05-11,252,3,12.0,86,0.9,297,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-10-16,568,1,12.4,65,1.1,1099,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-08-02,1605,19,35.2,52,2.3,1754,0.44,비 아님,눈 아님,여름,공휴일 아님
2018-08-07,1695,8,28.5,64,2.0,2000,0.89,비 아님,눈 아님,여름,공휴일 아님
2018-03-23,584,11,7.1,50,1.7,799,2.24,비 아님,눈 아님,봄,공휴일 아님
2018-08-15,850,1,29.6,69,0.4,1942,0.0,비 아님,눈 아님,여름,공휴일
2017-12-11,125,0,-2.5,39,3.4,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-01-02,295,15,1.5,22,3.0,1998,0.76,비 아님,눈 아님,겨울,공휴일 아님
2018-01-26,96,10,-16.5,33,3.4,1703,0.62,비 아님,눈,겨울,공휴일 아님
2018-05-22,182,5,15.7,0,0.6,1610,0.0,비 아님,눈 아님,봄,공휴일
2018-01-10,266,17,-6.5,34,4.0,2000,0.31,비 아님,눈 아님,겨울,공휴일 아님
2018-01-03,382,17,-1.9,35,1.8,2000,0.25,비 아님,눈 아님,겨울,공휴일 아님
2018-03-01,148,8,1.5,80,3.2,1246,0.04,비 아님,눈 아님,봄,공휴일
2018-08-29,57,18,23.9,96,0.2,991,0.0,비,눈 아님,여름,공휴일 아님
2018-02-05,169,15,-5.7,25,4.4,1995,1.94,비 아님,눈 아님,겨울,공휴일 아님
2018-10-23,1423,8,11.0,78,0.8,412,0.03,비 아님,눈 아님,가을,공휴일 아님
2018-04-01,485,9,13.5,66,1.8,934,0.16,비 아님,눈 아님,봄,공휴일 아님
2018-06-24,1471,16,31.3,32,3.2,1427,2.38,비 아님,눈 아님,여름,공휴일 아님
2018-07-18,780,12,31.2,51,2.0,1101,2.96,비 아님,눈 아님,여름,공휴일 아님
